question,answer,answerKey
"Bir iribaşın metamorfoz süresini kısaltan bir adaptasyon en çok hangi durumda faydalı olur?
Şıklar:
A. kurbağa yavrularının hemen yüzmesi gerektiğinde
B. bulundukları ortamda sınırlı miktarda su olduğunda
C. avcıların sayısında bir azalma olduğunda
D. kurbağa yavruları çevrelerine uyum sağlamaya ihtiyaç duyduklarında",bulundukları ortamda sınırlı miktarda su olduğunda,B
"20 N'luk bir cisim bir yüzeye yerleştiriliyor ve kaymaya başlıyor. Cismin hareket etmeye başlamasının en olası nedeni nedir?
Şıklar:
A. Yerçekimi nesne üzerinde dengeli bir kuvvet uygular.
B. Dengesiz bir kuvvet ivmelenmeye neden olur.
C. Nesneye sürtünme uygulanır.
D. Nesne üzerine etki eden kuvvetler dengededir.",Dengesiz bir kuvvet ivmelenmeye neden olur.,B
"Hangi maddelerin doğada ayrışması en az zaman alır?
Şıklar:
A. kesmilmiş çim
B. kağıt bardaklar
C. gazeteler
D. kesilmiş ağaçlar",kesmilmiş çim,A
"Karbon döngüsündeki hangi sürecin tamamlanması en uzun sürer?
Şıklar:
A. atık emisyonu
B. hayvanlarda solunum
C. bitkilerde fotosentez
D. fosil yakıtlarin oluşumu",fosil yakıtlarin oluşumu,D
"Okyanusun derinliklerinde yaşayan bazı deniz organizmaları kendi ışıklarını üretebilirler. Ürettikleri ışık büyük olasılıkla aşağıdaki faaliyetlerden hangisi için kullanılır?
Şıklar:
A. suyun içinde hareket etmek
B. oksijen üretmek
C. avı çekmek
D. yırtıcı hayvanlardan kaçmak",avı çekmek,C
"25'lik bir su örneğinin sıcaklığı -5°C olduğunda, su
Şıklar:
A. gazdır.
B. sıvıdır.
C. katıdır.
D. buhardır.",katıdır.,C
"Thomas Edison büyük olasılıkla ampulü ___ kullanarak bulmuştur.
Şıklar:
A. yanan mumlar
B. atomik modeller
C. yansıyan ışık
D. bilimsel yöntem",bilimsel yöntem,D
"Bir öğrenci aşağıdaki adımları uygulayarak gübrenin mısır bitkisi üzerindeki etkilerini araştırır. 1) Aynı tür ve miktardaki toprağa tam güneş ışığı altında mısır bitkisi grupları ekin. 2) Her gruba aynı miktarda farklı marka gübre ekleyin. 3) Bitkileri her gün 5 dakika sulayın. 4) Bitkilerin boylarını her gün ölçün. Bu araştırmadaki bağımsız değişken nedir?
Şıklar:
A. bitki türü
B. bitki yüksekliği
C. gübre miktarı
D. gübre türü",gübre türü,D
"Güneş sistemimizdeki her gezegenin dönüş periyodu farklıdır. Dünya için dönme periyodu şöyledir
Şıklar:
A. 24 saat
B. 28 gün
C. 13 hafta
D. 1 yıl",24 saat,A
"1600'lü yılların başlarında bilim insanları kıtaların bir yapbozun parçaları gibi birbirine uyduğunu fark ettiler. Kıtaların bir zamanlar bir arada olduğu ve birbirinden uzaklaştığı fikri yaygın olarak kabul görmedi. 1940'larda denizaltılarda kullanılan teknoloji kıtaların hareketine dair kanıtlar elde edilmesini sağladı. Bu teknoloji bilim insanlarının aşağıdakilerden hangisini yapmasına olanak sağladı?
Şıklar:
A. Kıtaların hareket etmesine neden olan mekanizmayı açıklamak
B. buzul kanıtlarını modası geçmiş olarak değerlendirmek
C. dinozorların yok oluşunu açıklamak
D. kıtaların bir zamanlar bir arada olmasının olası olmadığını düşünmek",Kıtaların hareket etmesine neden olan mekanizmayı açıklamak,A
"Aşağıdaki ifadelerden hangisi bilimsel bir hipotezdir?
Şıklar:
A. Diş ipi kullanmanın ağız sağlığını iyileştirmede etkili bir yöntem olduğu kanıtlanmıştır.
B. Diş eti hastalığı gibi birçok bulaşıcı hastalığa mikroorganizmalar neden olur.
C. Genel olarak, ağızdaki bakterileri azaltan her yöntem ağız sağlığını iyileştirecektir.
D. Günlük diş ipi kullanan bir kişinin diş eti hastalığına yakalanma olasılığı, haftalık diş ipi kullanan bir kişiye göre daha düşük olacaktır.","Günlük diş ipi kullanan bir kişinin diş eti hastalığına yakalanma olasılığı, haftalık diş ipi kullanan bir kişiye göre daha düşük olacaktır.",D
"Bir atıcı 0,15 kg'lık bir beyzbol topunu 43 40 m/s hızla yakalayıcıya doğru fırlatır. Beyzbol topunun 40 m/s hızla hareket ederken momentumu nedir?
Şıklar:
A. 0,025 kg x m/s
B. 3,8 kg x m/s
C. 6,0 kg x m/s
D. 270 kg x m/s","6,0 kg x m/s",C
"Hangi eylem somatik hücre mutasyonunun bir organizmaya nasıl zarar verebileceğini açıklar?
Şıklar:
A. baskın bir alel oluşturması
B. gamet oluşumunu etkilemesi
C. dokuda tümörlere yol açması
D. yavrulara aktarılması",dokuda tümörlere yol açması,C
"Açık bir gecede teleskop yardımı olmadan büyük olasılıkla ne görülebilir?
Şıklar:
A. Samanyolu galaksisi
B. diğer gezegenlerin uyduları
C. asteroitler
D. Plüton",Samanyolu galaksisi,A
"Gövde birçok bitkinin önemli bir parçasıdır. Aşağıdakilerden hangisi bir bitkinin gövdesi tarafından gerçekleştirilen role en çok benzer?
Şıklar:
A. bir tekneyi yerinde tutan bir çapa
B. enerji barları üreten bir atıştırmalık şirketi
C. insanları bir mağazaya çeken renkli bir tabela
D. malzemeleri bir kattan diğerine taşıyan bir asansör",malzemeleri bir kattan diğerine taşıyan bir asansör,D
"Öğrenciler bir kavanoz suya tuz atıyor ve ikinci bir kavanoz suya da biber atıyor. İki kavanozu en iyi karşılaştıran ifade hangisidir?
Şıklar:
A. Sadece tuz ve su bir karışımdır.
B. Sadece biber ve su bir çözeltidir.
C. Her iki kavanoz da çözelti içerir.
D. Her iki kavanoz da karışım içerir.",Her iki kavanoz da karışım içerir.,D
"Bir sınıftaki öğrenciler bir yarış için 20 adet kağıttan yelkenli yapmak isterler. Öğrenciler bir tasarım seçecek ve tekneleri inşa etmek için ihtiyaç duydukları malzemeleri toplayacaklardır. Öğrencilerin kağıttan yelkenlilerin suda devrilmeden yüzeceğinden emin olmalarının en iyi yolu aşağıdakilerden hangisidir?
Şıklar:
A. test için bir tekne prototipi inşa etmek
B. tüm bitmiş teknelerin toplam kütlesini hesaplamak
C. her teknenin taşıyabileceği toplam ağırlık miktarını belirlemek
D. tekneleri inşa etmek için kullanılan her bir malzemenin mukavemetini test etmek",test için bir tekne prototipi inşa etmek,A
"Bir karbon monoksit dedektörü evlerde ___ için kullanılır
Şıklar:
A. sakinlerini yangın olasılığına karşı uyarmak.
B. tehlikeli bir gaz mevcut olduğunda sakinleri uyarmak
C. insanlara duman dedektörünü kontrol etme zamanının geldiğini söylemek
D. insanları evdeki sıcaklık artışı konusunda bilgilendirmek",tehlikeli bir gaz mevcut olduğunda sakinleri uyarmak,B
"Gazlar kolayca sıkıştırılabilir ve kaplarını doldurmak için genişleyebilirler. Gazların bu tanımları ___ örnektir
Şıklar:
A. durum değişikliklerine
B. maddenin hallerine
C. maddenin özelliklerine
D. özelliklerdeki değişikliklere",maddenin özelliklerine,C
"Deneyler, farelerin yiyecek elde etmek için bir kola basmayı öğrenebildiğini göstermektedir. Bu öğrenme yeteneği, farelerin ___ olanak sağlayarak farelerin vahşi doğada hayatta kalmalarına yardımcı olabilir.
Şıklar:
A. adaptasyonları için en iyi ortamı seçmesine
B. faydalı davranış genlerini yavrularına aktarmasına
C. geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine
D. çevrelerini faydalı şekillerde değiştirebilmesine",geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine,C
"Tortul kayaçlar nasıl oluşur?
Şıklar:
A. Magma veya lav soğutulur.
B. Malzemeler birbirine bastırılır.
C. Kimyasal reaksiyonlar mineralleri değiştirir.
D. Depremler küçük parçaların düşmesine neden olur.",Malzemeler birbirine bastırılır.,B
"Hangi yapılar hem bitki hem de hayvan hücrelerinde ortaktır?
Şıklar:
A. koful, kloroplast, çekirdek
B. hücre zarı, çekirdek, mitokondriyon
C. çekirdek, hücre duvarı, hücre zarı
D. mitokondriyon, koful, hücre duvarı","hücre zarı, çekirdek, mitokondriyon",B
"Cilalı bir metal top güneşli bir günde çok parlak ve ışıltılı görünür. Topun parlak görünmesini sağlayan nedir?
Şıklar:
A. Top ışık yapar.
B. Top ışığı yansıtır.
C. Top ışığı emer ve sonra serbest bırakır.
D. Top ışığı emer ve içeride tutar.",Top ışığı yansıtır.,B
"Elektrikli otomobillere sahip olmak pahalıdır ve şarj istasyonları kolaylıkla bulunamaz. Fosil yakıtlarla çalışan arabaların aksine, elektrikli arabalar sürülürken karbon monoksit üretmez. Aşağıdakilerden hangisi insanların neden bu teknolojiyi kullanmayı tercih ettiklerini en iyi şekilde açıklar?
Şıklar:
A. Bu teknoloji bilimsel bir ilerlemedir.
B. Elektrikli arabalar enerjiyi bataryalarda depolar.
C. Teknoloji çevre dostudur.
D. Herkes elektrikli araba alıyor.",Teknoloji çevre dostudur.,C
"Plastik bir çubuk bir parça kürkle ovulduktan sonra neden negatif bir yüke sahip olur?
Şıklar:
A. Kürk, çubuğa proton verir.
B. Çubuk havaya elektron verir.
C. Kürk, çubuktan proton kazanır.
D. Çubuk kürkten elektron kazanır.",Çubuk kürkten elektron kazanır.,D
"Lazerler ameliyatlarda şunlar için kullanılır:
Şıklar:
A. ince kesikler yapmak.
B. çalışma alanlarını aydınlatmak.
C. yaraları dikmek.
D. aletlerin dezenfekte edilmesi.",ince kesikler yapmak.,A
"Troposferin en iyi tanımı, atmosferin ___ sahip tabakasıdır.
Şıklar:
A. en çok ozona sahip.
B. en büyük yoğunluğa sahip
C. en yüksek rakıma sahip
D. en soğuk sıcaklığa sahip",en büyük yoğunluğa sahip,B
"Öğrenciler ekmek üzerindeki bir küf parçasını incelemek için cımbız ve büyüteç kullanırlar. Bu araştırmada güvenlik için hangisini kullanmalıdırlar?
Şıklar:
A. parlak ışık
B. koyu renk gözlük
C. solunum maskeleri
D. sıcak tabaklar",solunum maskeleri,C
"Vücudunuzda çok az su olduğunda, böbrekleriniz antidiüretik hormon (ADH) salgılar. ADH'ye yanıt olarak ne olur?
Şıklar:
A. Susarsınız ve daha fazla idrara çıkarsınız.
B. Susarsınız ve daha az idrara çıkarsınız.
C. Acıkırsınız ve daha çok terlersiniz.
D. Acıkırsınız ve daha az terlersiniz.",Susarsınız ve daha az idrara çıkarsınız.,B
"Robert sirkenin içine iki damla indikatör damlattı ve renk kırmızıya döndü. Daha sonra renk kaybolana kadar amonyak çözeltisinden damlalar ekledi. Hangi süreç gerçekleşti?
Şıklar:
A. paslanma
B. erime
C. buharlaşma
D. nötralizasyon",nötralizasyon,D
"Tenyalar köpeklerin bağırsaklarında yaşar ve köpeğin yediği yiyeceklerden besinleri emer. Bu ilişkinin sonucunu en iyi hangisi açıklar?
Şıklar:
A. Hem köpek hem de tenya hastalanır.
B. Köpek hastalanır ve tenya fayda sağlar.
C. Tenya ve köpek birbirlerinin hayatta kalmasına yardımcı olur.
D. Tenya köpeğin hayatta kalmasına yardımcı olur.",Köpek hastalanır ve tenya fayda sağlar.,B
"ABD'deki bazı milli parklarda kara ayılar insan korkusunu kaybetmiş durumda ve yol kenarlarındaki kamp alanlarının yakınlarında yiyecek arıyorlar. Bu ___ bir hayvan örneğidir
Şıklar:
A. otçula dönüşen.
B. kalıtsal özelliklerini kullanan
C. yeni bir ekosistem bulan
D. yeni bir davranış öğrenen",yeni bir davranış öğrenen,D
"Aşağıdakilerden hangisi hem Dünya'da hem de Ay'da bulunabilir?
Şıklar:
A. Tepeler
B. Kalın atmosfer
C. Gök gürültülü fırtınalar
D. Okyanuslar",Tepeler,A
"Bezelye bitkilerinde, yuvarlak tohum özelliği buruşuk tohum özelliğine göre baskındır. Yuvarlak tohumlu saf baskın bir bitki buruşuk tohumlu bir bitki ile çaprazlanırsa, yavru bitkiler hakkında ne tahmin edilebilir?
Şıklar:
A. Her zaman yuvarlak tohumlar üreteceklerdir.
B. Sadece buruşuk tohumlar üreteceklerdir.
C. Her yavru bitkinin bazı yuvarlak ve bazı buruşuk tohumları olacaktır.
D. Buruşuk tohumlu bitki saf resesif olmadığı sürece, hiçbir tahmin yapılamaz.",Her zaman yuvarlak tohumlar üreteceklerdir.,A
"Bir öğrenci oda sıcaklığında uçucu bir sıvının buharlaşma hızını ölçmek istemektedir. Bu araştırmada hangi ekipmanı kullanmak en iyisi olur?
Şıklar:
A. terazi
B. mikroskop
C. metre çubuğu
D. turnusol kağıdı",terazi,A
"Soğuk hava dağların tepelerinde olduğunda, hava
Şıklar:
A. vadilerdeki alçak basınç alanlarına doğru akacaktır.
B. vadilerdeki yüksek basınç alanlarına doğru akacaktır.
C. sıcak havadan daha az yoğun olduğu kabul edilir.
D. oksijen atomu içermediği kabul edilir.",vadilerdeki alçak basınç alanlarına doğru akacaktır.,A
"Hangi madde su ile karıştırıldığında en iyi elektrik iletkenini üretir?
Şıklar:
A. sofra tuzu
B. toz şeker
C. karbondioksit
D. motor yağı",sofra tuzu,A
"Kömürle çalışan santraller, özellikle ___ dönüştürmek için tasarlanmıştır.
Şıklar:
A. elektrik enerjisini ısı enerjisine.
B. kimyasal enerjiyi elektrik enerjisine.
C. elektrik enerjisini radyant enerjiye.
D. kinetik enerjiyi potansiyel enerjiye.",kimyasal enerjiyi elektrik enerjisine.,B
"Bir atom bir elektron kazandığında ne olur?
Şıklar:
A. Atom bir proton kaybeder.
B. Atom ek elektronlar çeker.
C. Atom, atomik kütle olarak artar.
D. Atom negatif yüklü hale gelir.",Atom negatif yüklü hale gelir.,D
"Akış hızı azaldıkça, hangi faktör muhtemelen artacaktır?
Şıklar:
A. dere yatağının erozyona uğraması
B. akarsuda malzeme birikimi
C. aşağı yönde taşınan malzeme miktarı
D. aşağı yönde taşınan partiküllerin boyutu",akarsuda malzeme birikimi,B
"Kayalar hakkında hangi ifade doğrudur?
Şıklar:
A. Mineraller kayalardan oluşur.
B. Kristaller kayalardan yapılmıştır.
C. Kayalar bir veya daha fazla mineralden oluşur.
D. Magma katı kayadan yapılmıştır.",Kayalar bir veya daha fazla mineralden oluşur.,C
"Bir uçak 840 kilometre uzaklıktaki iki şehir arasında düz bir hat üzerinde uçmaktadır. Uçağın bu yolculuğu yapması 4 saat sürüyorsa, ortalama hızı nedir?
Şıklar:
A. 84 km/s
B. 105 km/s
C. 180 km/saat
D. 210 km/s",210 km/s,D
"Aşağıdakilerden hangisi organizmaların akrabalıklarını belirlerken standartlaştırılmış bir taksonomik sınıflandırma sistemine sahip olmanın önemini en iyi şekilde açıklar?
Şıklar:
A. koruma çalışmalarında bilim insanlarına yardımcı olmak için
B. tüm organizmaların coğrafi yaşam alanlarını belirlemek
C. tüm bilim insanları için tutarlı bir tanıma sahip olmak
D. Bir besin ağındaki organizmaların rolünü anlamak",tüm bilim insanları için tutarlı bir tanıma sahip olmak,C
"Giselle, güneş tutulmasındaki olayları temsil etmek için köpük toplar kullanarak bir model yapar. Bu fenomeni en iyi şekilde göstermek için köpük top modeli hangi özelliğe sahip olmalıdır?
Şıklar:
A. merkezi topun etrafında dönme yeteneği
B. her topun içinde bir mıknatıs
C. her bir topun üzerinde okyanusların temsili
D. bir termal enerji kaynağı",merkezi topun etrafında dönme yeteneği,A
"Oyuncak bir kamyon düz bir yüzey üzerinde yuvarlanır. Eğer yüzey kumla kaplıysa, kamyon büyük olasılıkla ___ yuvarlanacaktır.
Şıklar:
A. daha yavaş
B. daha hızlı
C. aynı hızda",daha yavaş,A
"Yüzey madenciliği, Dünya yüzeyinde yapılan bir madencilik türüdür. Yüzey madenciliği, endüstriye değerli mineraller sağlamanın yanı sıra
Şıklar:
A. çöp depolama alanlarını caydırabilir
B. Dünya'nın yüzey alanını artırabilir.
C. yeraltı suyu kirliliğini ortadan kaldırabilir.
D. rekreasyonel göletler ve göller oluşturabilir.",rekreasyonel göletler ve göller oluşturabilir.,D
"Kasırgalar ekvatoral bölgelerde oluşur. Bunun nedeni
Şıklar:
A. Güneş ısısı ekvator yakınlarında en yüksek seviyededir.
B. Ay'ın yörünge düzlemi ekvatora yakındır.
C. Dünya'daki volkanik faaliyetler ekvator çevresinde kümelenmiştir.
D. Dünya yüzeyinin dönme hızı ekvatorda daha azdır.",Güneş ısısı ekvator yakınlarında en yüksek seviyededir.,A
"Hangi bağışıklık sistemi işlevi antikorlar tarafından gerçekleştirilir?
Şıklar:
A. Antikorlar, istilacı bir virüse bağlanan proteinler üretir.
B. Antikorlar, hedef işaretleyici olarak istilacı bir virüse bağlanır.
C. Antikorlar bir savunma mekanizması olarak istilacı virüsü yutar.
D. Antikorlar, istilacı virüsü parçalayan enzimler salgılar.","Antikorlar, hedef işaretleyici olarak istilacı bir virüse bağlanır.",B
"Eğer bir sinir hücresi çalışmayı durdurursa, hücre
Şıklar:
A. oksijen üretmeye başlar.
B. daha fazla hücreye bölünmeye başlar.
C. farklı bir hücre türüne dönüşür.
D. beyne sinyal göndermeyi durdurur.",beyne sinyal göndermeyi durdurur.,D
"Aşağıdaki elementlerden hangisi canlıların çoğunda en az miktarda bulunur?
Şıklar:
A. Demir
B. karbon
C. azot
D. Hidrojen",Demir,A
"Su döngüsündeki hangi süreç suyu atmosfere geri gönderir?
Şıklar:
A. yoğuşma
B. buharlaşma
C. yağış
D. terleme",buharlaşma,B
"Bazı mantarların besin kaynağı nedir?
Şıklar:
A. güneş ışığı
B. oksijen
C. karbondioksit
D. ölü organizmalar",ölü organizmalar,4
"Eşeysiz üremede hangi adımı amiplerde değil de volvoxlarda bulmayı beklersiniz?
Şıklar:
A. hücrelerin bölünmesi
B. DNA'nın replikasyonu
C. bir hücre plakasının oluşumu
D. kromatidlerin ayrılması",bir hücre plakasının oluşumu,C
"Bir çocuk hangi özelliği ebeveynlerinden birinden ya da her ikisinden miras almaz?
Şıklar:
A. çiller
B. saç stili
C. göz rengi
D. gamzeler",saç stili,B
"Hangi element kümesi sadece metalleri içerir?
Şıklar:
A. iyot, demir, nikel
B. helyum, karbon, altın
C. sodyum, krom, bakır
D. fosfor, nitrojen, oksijen","sodyum, krom, bakır",C
"Toprak dokusu ___ ile iyileştirilir.
Şıklar:
A. su akışı
B. kum tepelerinin erozyonu
C. kaya katmanlarının sıkıştırılması
D. bitki ve hayvanların ayrışması",bitki ve hayvanların ayrışması,D
"Bir dağın tepesinde yerçekiminde çok küçük bir değişiklik olur. Bir dağın tepesinde hangi özellik büyük olasılıkla daha az olur?
Şıklar:
A. kütle
B. ağırlık
C. vücut yoğunluğu
D. vücut sıcaklığı",ağırlık,B
