question,true_answer,predicted_answer,is_correct
"[header] Tropikal balıkların bakımı nasıl yapılır [title] Doğru konumu seçin. [adım] Akvaryumunuzu kurarken balıklarınız için en az stres yaratacak bir yere koyduğunuzdan emin olmanız gerekir. [alt adımlar] Televizyonun veya ses sisteminin yanı veya çamaşır makinesi ve kurutucunun yanı gibi balıkları yüksek seslere maruz bırakacak yerlerden kaçının.
Şıklar:
A. Bahçeniz gibi balıkların dikkati dağılmadan rahatsız edilmeden kalabileceği bir yer sağlamak isteyebilirsiniz. İşitsel gerilimi azaltmak için akvaryumunuzu yüksek sesli sokak ışıklarının etrafına kurmak da daha kolay olabilir.
B. Isıtıcı, radyatör veya soğutma ünitesinin yanı gibi suyun sıcaklığını etkileyecek yerlerden kaçının. Sık sık açılıp kapanan kapıların yakını veya yaya trafiğinin yoğun olduğu alanlar gibi sık titreşimlerin balıkları etkilediği yerlerden kaçının.
C. Yerden yükseltilmiş veya bir ısıtma kaynağından uzakta bir yer seçin. Bu, balığın hassas yüzgeçlerine çok fazla baskı uygulayacak ve böylece onların paniğe kapılma veya panik atak geçirme olasılıkları azalacaktır.
D. Yeterli doğal ışığa sahip bir nokta, yerel bir taş yol veya yeterli gölge alan bir çimenlik seçin. Orman gibi hafif yüksek bir alan kabul edilebilir.","Isıtıcı, radyatör veya soğutma ünitesinin yanı gibi suyun sıcaklığını etkileyecek yerlerden kaçının. Sık sık açılıp kapanan kapıların yakını veya yaya trafiğinin yoğun olduğu alanlar gibi sık titreşimlerin balıkları etkilediği yerlerden kaçının.","B. Isıtıcı, radyatör veya soğutma ünitesinin yanı gibi suyun sıcaklığını etkileyecek yerlerden kaçının. Sık sık açılıp kapanan kapıların yakını veya yaya trafiğinin yoğun olduğu alanlar gibi sık titreşimlerin balıkları etkilediği yerlerden kaçının.",False
"Kamera yakınlaşarak köpekleri gezdiren çocukları gösteriyor. Küçük kız çok büyük beyaz bir köpeği gezdiriyor. video
Şıklar:
A. beyaz köpeğin çöp kutusuna işemeye başlamasıyla sona erer.
B. solda gösterilen başlık ekranlarıyla sona erer.
C. küçük kızla aynı işi yapan başka birçok çocuğu gösteriyor.
D. oyun alanında halen devam ediyor.",beyaz köpeğin çöp kutusuna işemeye başlamasıyla sona erer.,D. oyun alanında halen devam ediyor.,False
"[header] Kramponlar nasıl seçilir [title] Sert yüzeylerde oynayın. [adım] Çok sık yağmur yağmayan doğal çim sahada oynayacaksanız, bir çift sert zemin ayakkabısı kullanmalısınız. Sert zemin ayakkabılarında genellikle ayakkabının alt kenarı boyunca eşit olarak dağıtılmış on veya daha fazla uzun çivi bulunur.
Şıklar:
A. Bu çivilerin düz tabanının topun ağırlığını desteklemesi gerekiyor. [alt adımlar] Çim sahada sık sık oynamıyorsanız, ayaklarınızı yakındaki kalecilerin ve savunma oyuncularının toynaklarından korumak için kalın kramponlar giyin.
B. Normal oyun koşulları için yeterli miktarda çekiş sağlarlar. Çiviler konik veya bıçak şeklinde olabilir.
C. Bu, kalecinin tekme atmasını zorlaştıracak ve aynı zamanda çimlere çarptığında sahayı da hafifçe etkileyecektir. [alt adımlar] Sert zemin ayakkabıları çoğunlukla tekme atmak içindir.
D. Çim sahada oynayacaksanız özel tasarlanmış beton veya daha küçük bir saha idealdir. [alt adımlar] Siz de bir lig yıldızı olmak istemiyorsanız, dışarı çıkıp antrenör almanıza veya futbol kramponları almanıza gerek yok.",Normal oyun koşulları için yeterli miktarda çekiş sağlarlar. Çiviler konik veya bıçak şeklinde olabilir.,B. Normal oyun koşulları için yeterli miktarda çekiş sağlarlar. Çiviler konik veya bıçak şeklinde olabilir.,False
"[header] Collie'nizin bakımını nasıl yapabilirsiniz? [title] Haftalık fırça. [adım] Uzun kürkleriyle daha sık ilgilenmeniz gerekiyor gibi görünse de çoğu collie için haftada bir kez yeterli olacaktır. Genellikle yaz ortasından sonuna kadar yılda bir kez gerçekleşen tüy dökme mevsiminde onları haftada iki veya daha fazla fırçalamak isteyebilirsiniz.
Şıklar:
A. [alt adımlar] Collie köpeğinizin kürkünü çok sık fırçalamak, dolaşıklıklara veya uçların çatlamasına yol açabilir. [alt adımlar] Yaygın inanışın aksine, kömür ocağınızı düzenli olarak fırçalamak onun genel sağlığına zararlı değildir.
B. [alt adımlar] Her günün sonunda köpeğinizi kontrol ederek tüylerine yakalanan keneleri veya döküntüleri tarayın. Patileri, kulakları, koltuk altlarını ve kasıklarını kontrol etmeye özellikle dikkat edin.
C. Ürkütmeye yol açan düğümleri ve matları aramaya başlamadan önce kürklerinin kaba uçlarını fırçaladığınızdan emin olun. [alt adımlar] Doku eklemek ve baştan sona hafif düzensiz kalmasını sağlamak için kürkü teker teker kırpın ve temizleyin.
D. [alt adımlar] Fırçalama, köpeğinizin tüylerini nemli tutmanın ve kepeğinin korunmasına yardımcı olmanın harika bir yoludur. Prabbitinizin kürkünü bir kez okşayın ve temizleyin.","[alt adımlar] Her günün sonunda köpeğinizi kontrol ederek tüylerine yakalanan keneleri veya döküntüleri tarayın. Patileri, kulakları, koltuk altlarını ve kasıklarını kontrol etmeye özellikle dikkat edin.","B. [alt adımlar] Her günün sonunda köpeğinizi kontrol ederek tüylerine yakalanan keneleri veya döküntüleri tarayın. Patileri, kulakları, koltuk altlarını ve kasıklarını kontrol etmeye özellikle dikkat edin.",False
"[başlık] Neon tetralar nasıl yetiştirilir? [başlık] Bir yetiştirme tankı kurun. [adım] Tetra yetiştirmek için birden fazla tanka ihtiyacınız olacak, bu yüzden henüz yoksa bir tane daha alın. Tetralarınızı yetiştirmek için 12 x 8 x 8 inç (30 x 20 x 20 cm) bir tank kullanabilirsiniz.
Şıklar:
A. Tetralarınızı sürüngenler konusunda uzmanlaşmış yerel bir evcil hayvan mağazasından alabilirsiniz. Bu size zaman kazandıracak ve tetra yakalamayı daha eğlenceli hale getirecek.
B. Tankı serin ve karanlık bir alanda, hava akımlarından ve diğer ısıtma ve soğutma kaynaklarından uzakta tutun. [alt adımlar] Genel olarak neon tetralar üremeden hemen sonra çiftleşirler.
C. Farklı malzemelere ihtiyacınız olacak: tank için kum, işlenmiş hayvan gübresi, çakıl ve/veya kesme malzemesi. [alt adımlar] Çoğu sentetik malzeme düzgün şekilde oksitlenmeyeceğinden kum, neon tetraların üremesi için en iyi malzemedir.
D. Bu tankı erkek ve dişi tetraları üreme amacıyla bir araya getirmek ve aynı zamanda yumurtaları ve yavru tetraları kuluçkalamak için kullanacaksınız. [alt adımlar] Bu tankı, normal tank kurulumunuza benzer şekilde kurabilirsiniz.","Bu tankı erkek ve dişi tetraları üreme amacıyla bir araya getirmek ve aynı zamanda yumurtaları ve yavru tetraları kuluçkalamak için kullanacaksınız. [alt adımlar] Bu tankı, normal tank kurulumunuza benzer şekilde kurabilirsiniz.","C. Farklı malzemelere ihtiyacınız olacak: tank için kum, işlenmiş hayvan gübresi, çakıl ve/veya kesme malzemesi. [alt adımlar] Çoğu sentetik malzeme düzgün şekilde oksitlenmeyeceğinden kum, neon tetraların üremesi için en iyi malzemedir.",False
"[header] Nasıl Amerikan futbolu kız arkadaşı olunur? [title] Onun antrenmanlar ve oyunlarla çok meşgul olacağını anlayın. [adım] Futbol senden daha önemli gibi görünebilir ama onu her zaman desteklemek senin işin. Ona kızgın olsun ya da olmasın, o sahada seni düşünüyor ve daha iyisini yapmak istiyor çünkü sen tribünde onu izliyorsun.
Şıklar:
A. [title] Önemsediğinizi göstermek için onun oyunlarına ve antrenmanlarına gidin. [adım] Denediğinizi ve onu önemsediğinizi takdir edecektir.
B. Ne yaparsanız yapın, söylediğiniz her şeyin yangın çıkarma garantisi olduğunu bilin. İhtiyacı olduğunun farkına bile varmayabilir, ancak sözlerini dinleyin.
C. [alt adımlar] Antrenman sırasında kolunuzu her zaman ona sarın ve ona sarılın. Orada olduğunu bilmediğinde seni sevdiğini anlayacaksın.
D. Bu onunla birlikte olmak istemediğin anlamına da gelmez. Futbol birçok maç gecesi için çok önemli ama onun sahada olacağının garantisi yok.",[title] Önemsediğinizi göstermek için onun oyunlarına ve antrenmanlarına gidin. [adım] Denediğinizi ve onu önemsediğinizi takdir edecektir.,A. [title] Önemsediğinizi göstermek için onun oyunlarına ve antrenmanlarına gidin. [adım] Denediğinizi ve onu önemsediğinizi takdir edecektir.,False
"[başlık] Deniz kulağını limon otu ve kremayla nasıl yavaş pişirirsiniz? [başlık] Deniz kulağını çözdürün ve soğuk suyla durulayın. [başlık] Büyük tavada zeytinyağını ve tereyağını orta ateşte ısıtın. [title] Sarımsak, zencefil, limon otu ve taze soğanı ekleyip iki dakika pişirin.
Şıklar:
A. [title] Soğanı, zencefili ve sarımsağı tavada karıştırın. [title] Soğanları ve zencefili yağ kalın ve parlak hale gelinceye kadar karıştırın. [title] Asafoetida veya susam yağını ekleyin ve 45 dakika pişirin.
B. [başlık] Denizkulağı etini eklemeden önce ısıyı düşürün. [adım] Eti tavaya koyarken kenarlarının aşağıda olduğundan emin olun.
C. [başlık] Ara sıra karıştırarak bir veya iki dakika daha pişirin. [başlık] Jalapeno tozunu tavaya ekleyin ve iyice karıştırın.
D. [title] Sarımsak tamamen eriyene kadar tahta kaşıkla karıştırın ve bu şekilde kullanabilirsiniz. [title] Ateşten alın ve abalonu ve zencefili yavaş pişiriciye çevirin.",[başlık] Denizkulağı etini eklemeden önce ısıyı düşürün. [adım] Eti tavaya koyarken kenarlarının aşağıda olduğundan emin olun.,"A. [title] Soğanı, zencefili ve sarımsağı tavada karıştırın. [title] Soğanları ve zencefili yağ kalın ve parlak hale gelinceye kadar karıştırın. [title] Asafoetida veya susam yağını ekleyin ve 45 dakika pişirin.",False
"[header] Menopozda kilo alımı nasıl durdurulur? [title] Kalorilere dikkat edin. [adım] Menopoz sırasında kilo almanın bir nedeni çok fazla kalori tüketimi olabilir. Özellikle kadınlar için, yaşlandıkça yağsız kas kütlesini kaybedersiniz ve vücudunuzun kendini desteklemek için ihtiyaç duyduğu kalori miktarı azalır.
Şıklar:
A. Bu sorunu çözmeye yardımcı olmak için kayıtlı bir diyetisyene danışmayı düşünün. [alt adımlar] Menopoz sırasında kilo kaybını teşvik etmek için diyetinize büyük miktarlarda yağ ekleyin.
B. [alt adımlar] Toplam kalori alımınıza çok dikkat edin. Kilonuzla ilgili sorun yaşıyorsanız, kalorilerinizi bir gıda günlüğü veya gıda günlüğü uygulamasında takip etmeye başlamak akıllıca olabilir.
C. Menopoz kaybından sonraki bir veya iki gün içinde kendinizi 10 kilo vermeyi hedeflerken bulabilirsiniz. Haftada 1-2 kilo kaybederseniz, kronik olarak yemek yeme konusunda takıntılı hale gelebilirsiniz.
D. Menopoz sırasında ne kadar tüketmeniz gerektiğine dair normlar yoktur. Gerçekten kilo vermek istiyorsanız kendinizi günde 200-150 kaloriyle sınırlamaya çalışın.","[alt adımlar] Toplam kalori alımınıza çok dikkat edin. Kilonuzla ilgili sorun yaşıyorsanız, kalorilerinizi bir gıda günlüğü veya gıda günlüğü uygulamasında takip etmeye başlamak akıllıca olabilir.","B. [alt adımlar] Toplam kalori alımınıza çok dikkat edin. Kilonuzla ilgili sorun yaşıyorsanız, kalorilerinizi bir gıda günlüğü veya gıda günlüğü uygulamasında takip etmeye başlamak akıllıca olabilir.",False
"Bir bayan, bir erkek, genç bir kız, bir bebek ve bir köpekten oluşan aile, hızlı çekimde çekilirken Noel ağacını süslüyor. Adam bebekle poz veriyor. bebek ve köpek
Şıklar:
A. Adam, bayan ve kızı Noel ağacını süslerken halı kaplı zeminde sürünüp dolaşın.
B. maymun dansı yapın.
C. Yaşlı kadın ve arkadaşları küçük paketi tutup gülümserken, kapı eşiğinde durup kameraya konuşuyorlar.
D. Ağacın sol ve sağ taraflarını kesin.","Adam, bayan ve kızı Noel ağacını süslerken halı kaplı zeminde sürünüp dolaşın.","A. Adam, bayan ve kızı Noel ağacını süslerken halı kaplı zeminde sürünüp dolaşın.",False
"[header] Pokemon'dan absol nasıl çizilir [title] Üç daire çizin. [adım] Biri kafa için, biri göğüs için ve biri de kalça için. [title] Kalça çemberini göğüs çemberine ve göğüs çemberini baş çemberine bağlayan çizgiler çizin.
Şıklar:
A. [başlık] Tasarımın ana hatlarını siyah ve siyah boyayla çizin. [başlık] Göğüs dairesinde absol şeklinde çizin.
B. [adım] Bu göğüs, göbek ve boynun temelini oluşturur. [başlık] 3 çizgiden oluşan 4 takım çizin; ikisi kalça çevresinin alt tarafına, ikisi göğüs çevresinin alt tarafına bağlı.
C. [title] Kalça dairesini çene dairesine bağlayan üç eğri çizgi çizin. [title] Çizginizin sola değil sağınıza yönlendirildiğinden emin olun.
D. [başlık] Vücudun bölümlerini birleştiren çizgiler çizin. [adım] Göğüs kafesini öne çıkarın.","[adım] Bu göğüs, göbek ve boynun temelini oluşturur. [başlık] 3 çizgiden oluşan 4 takım çizin; ikisi kalça çevresinin alt tarafına, ikisi göğüs çevresinin alt tarafına bağlı.","B. [adım] Bu göğüs, göbek ve boynun temelini oluşturur. [başlık] 3 çizgiden oluşan 4 takım çizin; ikisi kalça çevresinin alt tarafına, ikisi göğüs çevresinin alt tarafına bağlı.",False
"Bir berber koltukta oturan bir adamın saçını tarıyor ve tıraş ediyor. Onlar
Şıklar:
A. Çalışırken konuşuyor, başını iki yana sallıyor.
B. saçını kes ve bir tabureye koy.
C. ona yardım etmek için demir kullanıyorlar.
D. adamın başına siyah lastik bir başlık tak ve saçını kesmeye başla.","Çalışırken konuşuyor, başını iki yana sallıyor.","A. Çalışırken konuşuyor, başını iki yana sallıyor.",False
"Bir kadın yuvarlak bir fırçayla nasıl resim yapılacağını gösteriyor. bir kadın
Şıklar:
A. Arka planda kitaplık ve boya fırçalarının bulunduğu bir odada beliriyor ve kamerayla konuşuyor.
B. Düzgün boyamak için sol elinde bir ayakkabı tutar.
C. saçına yağ sürüyor.
D. bir masada oturuyor ve vücudunun bazı kısımlarını boyayan birine veriyor.",Arka planda kitaplık ve boya fırçalarının bulunduğu bir odada beliriyor ve kamerayla konuşuyor.,A. Arka planda kitaplık ve boya fırçalarının bulunduğu bir odada beliriyor ve kamerayla konuşuyor.,False
"İki erkek çocuk ön tarafta karate yapıyor, insanlar daire şeklinde duruyor. Daha sonra alternatif bir şekilde karate yapmak için bir kadın ve bir adam oğlanlara katılır. sonrasında
Şıklar:
A. Erkekler karate yapmaya geri dönmeden önce el sıkışıyor ve kızlarını öpüyorlar.
B. İnsanlar onları alkışladı ve çocuklara katılmak için insanlara katıldı.
C. , oğlanlar bir daire şeklinde karate yapıyorlar, sonra güvenlik kasklarını takıp poz veriyorlar, sonra kız atlıyor ve bir adam onun yanında duruyor ve elinde bir tabela tutuyor.
D. , çocuklar gitti ve kadın ve adam karate yapıyor, sonra adam kadına vurmak için belinden bir sopa çıkarıyor ama kadın adama vuruyor.",", çocuklar gitti ve kadın ve adam karate yapıyor, sonra adam kadına vurmak için belinden bir sopa çıkarıyor ama kadın adama vuruyor.","C., oğlanlar bir daire şeklinde karate yapıyorlar, sonra güvenlik kasklarını takıp poz veriyorlar, sonra kız atlıyor ve bir adam onun yanında duruyor ve elinde bir tabela tutuyor.",False
"[header] Myspace'de nasıl havalı görünürsünüz [title] Adınızı kısa ve havalı bir şeyle değiştirin. [adım] Kızlar için örnekler: vee, bea, jeci, petta, nico, viva, ivy. Erkekler için örnekler: mort, slate, tum, joe, pikey.
Şıklar:
A. Kızlara örnekler: zo, angelina, bert. Gençler için örnekler: amy, will, bam, hey, vb.
B. Kızlara örnekler: Claire, Brittney, Smiley ve June. Kızlara örnekler: mira, tina, kat, morgan, jennifer veya frankie.
C. Veya erken çocukluğunuzda kullandığınız kısa, hoş bir takma adı seçin. Bu adın tamamının küçük harfle yazılması ve ardından nokta gelmesi en iyisidir.
D. Kızlar için örnekler: ture, cleopatra, derie ve nemesis. [title] Çok sayıda saç bandı ve ter bandı giyin, böylece başınızın ön veya arka kısmına ek olarak kıyafetlerinizin orta kısımlarını da ekleyebilirsiniz.","Veya erken çocukluğunuzda kullandığınız kısa, hoş bir takma adı seçin. Bu adın tamamının küçük harfle yazılması ve ardından nokta gelmesi en iyisidir.","B. Kızlara örnekler: Claire, Brittney, Smiley ve June. Kızlara örnekler: mira, tina, kat, morgan, jennifer veya frankie.",False
